Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No,Body Style,Dealer_Region
C_CND_006957,10/15/2022,Male,38690,Nebo Chevrolet,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,06457-3834,Passenger,Middletown
C_CND_006958,10/15/2022,Male,75454,New Castle Ford Lincoln Mercury,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12001,60504-7114,Hatchback,Aurora
C_CND_006959,10/15/2022,Male,129248,Pars Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Pale White,22001,38701-8047,Sedan,Greenville
C_CND_006960,10/15/2022,Male,96922,Star Enterprises Inc,Volkswagen,Cabrio,Overhead Camshaft,Manual,Pale White,25000,99301-3882,Sedan,Pasco
C_CND_006961,10/15/2022,Male,94120,Suburban Ford,Dodge,Dakota,Overhead Camshaft,Manual,Pale White,12000,53546-9427,Sedan,Janesville
C_CND_006962,10/15/2022,Male,52966,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,85257-3102,SUV,Scottsdale
C_CND_006963,10/15/2022,Male,92193,U-Haul CO,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42600,78758-7841,Hatchback,Austin
C_CND_006964,10/15/2022,Male,146276,Classic Chevy,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33500,85257-3102,Hardtop,Scottsdale
C_CND_006965,10/15/2022,Male,87124,Diehl Motor CO Inc,Dodge,Neon,Overhead Camshaft,Manual,Pale White,19500,06457-3834,Hardtop,Middletown
C_CND_006966,10/15/2022,Male,68299,New Castle Ford Lincoln Mercury,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,60504-7114,Hardtop,Aurora
C_CND_006967,10/15/2022,Male,62141,Ryder Truck Rental and Leasing,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Sedan,Middletown
C_CND_006968,10/15/2022,Male,97084,Gartner Buick Hyundai Saab,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25000,38701-8047,Hatchback,Middletown
C_CND_006969,10/15/2022,Male,145480,Hatfield Volkswagen,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,Sedan,Aurora
C_CND_006970,10/15/2022,Female,147524,U-Haul CO,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Pale White,23000,78758-7841,Hardtop,Austin
C_CND_006971,10/15/2022,Male,81381,Suburban Ford,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Hardtop,Janesville
C_CND_006972,10/15/2022,Male,83947,Chrysler of Tri-Cities,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,99301-3882,Hardtop,Pasco
C_CND_006973,10/15/2022,Male,93131,Diehl Motor CO Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,Hardtop,Middletown
C_CND_006974,10/15/2022,Male,51564,Gartner Buick Hyundai Saab,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,Hardtop,Greenville
C_CND_006975,10/15/2022,Female,55822,Pars Auto Sales,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,38701-8047,SUV,Middletown
C_CND_006976,10/16/2022,Male,91558,Suburban Ford,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,53546-9427,Passenger,Janesville
C_CND_006977,10/16/2022,Male,107533,Nebo Chevrolet,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22500,06457-3834,SUV,Middletown
C_CND_006978,10/16/2022,Male,121413,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,99301-3882,Passenger,Pasco
C_CND_006979,10/16/2022,Male,119735,Saab-Belle Dodge,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hatchback,Aurora
C_CND_006980,10/16/2022,Male,63697,McKinney Dodge Chrysler Jeep,Ford,Focus,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Hardtop,Austin
C_CND_006981,10/17/2022,Male,137757,Tri-State Mack Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,85257-3102,SUV,Scottsdale
C_CND_006982,10/17/2022,Male,110992,New Castle Ford Lincoln Mercury,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Passenger,Aurora
C_CND_006983,10/17/2022,Male,112424,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,18081,53546-9427,Passenger,Janesville
C_CND_006984,10/17/2022,Male,87781,Scrivener Performance Engineering,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,38701-8047,Passenger,Greenville
C_CND_006985,10/17/2022,Male,49394,Progressive Shippers Cooperative Association No,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hatchback,Greenville
C_CND_006986,10/18/2022,Male,63348,U-Haul CO,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,Austin
C_CND_006987,10/18/2022,Male,69575,Buddy Storbeck's Diesel Service Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,Middletown
C_CND_006988,10/18/2022,Male,33463,C & M Motors Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,Sedan,Aurora
C_CND_006989,10/18/2022,Male,100181,Capitol KIA,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29800,38701-8047,Passenger,Greenville
C_CND_006990,10/18/2022,Male,89220,Chrysler of Tri-Cities,BMW,528i,Overhead Camshaft,Manual,Pale White,16000,99301-3882,SUV,Pasco
C_CND_006991,10/18/2022,Male,82072,Motor Vehicle Branch Office,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Hardtop,Austin
C_CND_006992,10/18/2022,Female,42225,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41000,99301-3882,Sedan,Pasco
C_CND_006993,10/18/2022,Female,71426,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Hatchback,Janesville
C_CND_006994,10/18/2022,Male,51189,Rabun Used Car Sales,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,85257-3102,Sedan,Scottsdale
C_CND_006995,10/18/2022,Male,149500,Race Car Help,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,78758-7841,Hatchback,Austin
C_CND_006996,10/18/2022,Male,38032,Rabun Used Car Sales,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22251,85257-3102,SUV,Scottsdale
C_CND_006997,10/18/2022,Male,71591,Scrivener Performance Engineering,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12001,38701-8047,Hardtop,Greenville
C_CND_006998,10/18/2022,Male,45079,Ryder Truck Rental and Leasing,Acura,TL,Overhead Camshaft,Manual,Pale White,14400,06457-3834,Hatchback,Middletown
C_CND_006999,10/18/2022,Male,60974,Saab-Belle Dodge,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,25000,60504-7114,Hatchback,Aurora
C_CND_007000,10/18/2022,Female,105100,Scrivener Performance Engineering,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Sedan,Greenville
C_CND_007001,10/18/2022,Male,99831,Star Enterprises Inc,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28500,99301-3882,Hatchback,Pasco
C_CND_007002,10/18/2022,Male,95427,Suburban Ford,Honda,Civic,Overhead Camshaft,Manual,Black,43500,53546-9427,Hatchback,Janesville
C_CND_007003,10/18/2022,Male,55721,Tri-State Mack Inc,BMW,528i,Overhead Camshaft,Manual,Pale White,25000,85257-3102,SUV,Scottsdale
C_CND_007004,10/18/2022,Female,62522,U-Haul CO,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12500,78758-7841,Sedan,Austin
C_CND_007005,10/18/2022,Male,92901,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,06457-3834,Sedan,Middletown
C_CND_007006,10/18/2022,Male,122053,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,85257-3102,Hatchback,Pasco
C_CND_007007,10/18/2022,Male,105678,Nebo Chevrolet,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16500,06457-3834,Hardtop,Middletown
C_CND_007008,10/18/2022,Male,86129,Ryder Truck Rental and Leasing,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Sedan,Scottsdale
C_CND_007009,10/18/2022,Male,110109,Saab-Belle Dodge,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,60504-7114,SUV,Austin
C_CND_007010,10/18/2022,Male,138301,Scrivener Performance Engineering,BMW,528i,Overhead Camshaft,Manual,Black,21000,38701-8047,SUV,Middletown
C_CND_007011,10/19/2022,Female,96158,Chrysler Plymouth,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Hatchback,Janesville
C_CND_007012,10/19/2022,Male,64840,Classic Chevy,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71000,85257-3102,Hatchback,Scottsdale
C_CND_007013,10/19/2022,Male,123191,Clay Johnson Auto Sales,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,78758-7841,Hatchback,Austin
C_CND_007014,10/19/2022,Male,51951,Diehl Motor CO Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,SUV,Middletown
C_CND_007015,10/19/2022,Male,93199,Enterprise Rent A Car,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,60504-7114,Passenger,Aurora
C_CND_007016,10/19/2022,Male,40267,Gartner Buick Hyundai Saab,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,38701-8047,SUV,Greenville
C_CND_007017,10/19/2022,Female,134540,Hatfield Volkswagen,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,99301-3882,Hatchback,Pasco
C_CND_007018,10/19/2022,Male,130824,Nebo Chevrolet,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hardtop,Middletown
C_CND_007019,10/19/2022,Male,35598,Saab-Belle Dodge,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,60504-7114,SUV,Aurora
C_CND_007020,10/19/2022,Female,132958,Scrivener Performance Engineering,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Sedan,Greenville
C_CND_007021,10/19/2022,Male,115711,Star Enterprises Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,99301-3882,Hatchback,Pasco
C_CND_007022,10/19/2022,Female,86399,Suburban Ford,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,53546-9427,Hatchback,Janesville
C_CND_007023,10/19/2022,Male,63336,Pars Auto Sales,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,38701-8047,Hardtop,Greenville
C_CND_007024,10/19/2022,Male,92177,U-Haul CO,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,78758-7841,Passenger,Austin
C_CND_007025,10/19/2022,Male,49942,Star Enterprises Inc,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31100,99301-3882,Sedan,Pasco
C_CND_007026,10/19/2022,Male,91957,Suburban Ford,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,53546-9427,SUV,Janesville
C_CND_007027,10/19/2022,Male,91324,Suburban Ford,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18001,53546-9427,Hardtop,Janesville
C_CND_007028,10/19/2022,Male,59342,Capitol KIA,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,38701-8047,Hardtop,Greenville
C_CND_007029,10/19/2022,Female,91345,Progressive Shippers Cooperative Association No,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28500,53546-9427,SUV,Janesville
C_CND_007030,10/19/2022,Male,50738,Rabun Used Car Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41200,85257-3102,SUV,Scottsdale
C_CND_007031,10/19/2022,Male,117208,Race Car Help,Lexus,GS300,Overhead Camshaft,Manual,Red,17220,78758-7841,Passenger,Austin
C_CND_007032,10/19/2022,Male,57376,C & M Motors Inc,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,60504-7114,Passenger,Aurora
C_CND_007033,10/19/2022,Male,106126,Capitol KIA,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,38701-8047,Hatchback,Greenville
C_CND_007034,10/19/2022,Female,85096,Chrysler of Tri-Cities,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,99301-3882,Passenger,Pasco
C_CND_007035,10/19/2022,Female,149124,Chrysler Plymouth,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Passenger,Janesville
C_CND_007036,10/19/2022,Male,109959,Classic Chevy,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Passenger,Scottsdale
C_CND_007037,10/19/2022,Male,113548,Clay Johnson Auto Sales,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,78758-7841,Sedan,Austin
C_CND_007038,10/19/2022,Male,124381,Diehl Motor CO Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,06457-3834,SUV,Middletown
C_CND_007039,10/19/2022,Male,112837,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hardtop,Pasco
C_CND_007040,10/19/2022,Male,99953,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,53546-9427,Hatchback,Greenville
C_CND_007041,10/19/2022,Female,144985,Tri-State Mack Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,85257-3102,SUV,Pasco
C_CND_007042,10/19/2022,Male,143038,Progressive Shippers Cooperative Association No,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Hardtop,Janesville
C_CND_007043,10/19/2022,Male,48756,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,53546-9427,Sedan,Scottsdale
C_CND_007044,10/19/2022,Male,75152,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,85257-3102,Sedan,Austin
C_CND_007045,10/19/2022,Female,68828,Race Car Help,Ford,Escort,Overhead Camshaft,Manual,Black,11000,78758-7841,Passenger,Janesville
C_CND_007046,10/20/2022,Female,132123,Iceberg Rentals,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Passenger,Janesville
C_CND_007047,10/20/2022,Female,70798,McKinney Dodge Chrysler Jeep,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,85257-3102,Hatchback,Scottsdale
C_CND_007048,10/20/2022,Female,86934,Motor Vehicle Branch Office,Lexus,LS400,Overhead Camshaft,Manual,Red,13000,78758-7841,Sedan,Austin
C_CND_007049,10/20/2022,Male,113410,Nebo Chevrolet,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Sedan,Middletown
C_CND_007050,10/20/2022,Female,72610,New Castle Ford Lincoln Mercury,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27750,60504-7114,Hatchback,Aurora
C_CND_007051,10/20/2022,Male,51159,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Hatchback,Janesville
C_CND_007052,10/20/2022,Male,74675,C & M Motors Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hardtop,Aurora
C_CND_007053,10/20/2022,Male,71403,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,Austin
C_CND_007054,10/20/2022,Male,91376,Ryder Truck Rental and Leasing,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,06457-3834,Passenger,Middletown
C_CND_007055,10/20/2022,Male,53649,Saab-Belle Dodge,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,60504-7114,Hatchback,Aurora
C_CND_007056,10/20/2022,Male,33824,Ryder Truck Rental and Leasing,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,06457-3834,Hatchback,Middletown
C_CND_007057,10/20/2022,Male,106527,Saab-Belle Dodge,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Black,26100,60504-7114,Sedan,Aurora
C_CND_007058,10/20/2022,Male,145778,Scrivener Performance Engineering,Ford,F-Series,Overhead Camshaft,Manual,Black,22200,38701-8047,Passenger,Greenville
C_CND_007059,10/20/2022,Female,46847,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Red,17000,99301-3882,SUV,Pasco
C_CND_007060,10/20/2022,Male,58370,Suburban Ford,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,53546-9427,Sedan,Janesville
C_CND_007061,10/20/2022,Male,84978,Pars Auto Sales,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,38701-8047,Hardtop,Greenville
C_CND_007062,10/20/2022,Male,37589,Gartner Buick Hyundai Saab,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,Greenville
C_CND_007063,10/20/2022,Male,64996,Hatfield Volkswagen,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,99301-3882,Hatchback,Pasco
C_CND_007064,10/20/2022,Male,50083,Iceberg Rentals,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,53546-9427,Hatchback,Janesville
C_CND_007065,10/20/2022,Female,101167,McKinney Dodge Chrysler Jeep,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,85257-3102,Passenger,Scottsdale
C_CND_007066,10/20/2022,Male,47813,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,06457-3834,Sedan,Scottsdale
C_CND_007067,10/20/2022,Male,142658,Saab-Belle Dodge,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,Austin
C_CND_007068,10/20/2022,Male,98262,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,38701-8047,Sedan,Middletown
C_CND_007069,10/20/2022,Male,72115,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85800,99301-3882,Passenger,Aurora
C_CND_007070,10/20/2022,Male,95041,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,Greenville
C_CND_007071,10/22/2022,Male,97950,Pars Auto Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,38701-8047,Passenger,Greenville
C_CND_007072,10/22/2022,Male,88953,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,Pasco
C_CND_007073,10/22/2022,Male,43943,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22500,38701-8047,Hatchback,Greenville
C_CND_007074,10/22/2022,Male,43561,Star Enterprises Inc,Honda,Accord,Overhead Camshaft,Manual,Black,43000,99301-3882,Sedan,Pasco
C_CND_007075,10/22/2022,Male,95569,Tri-State Mack Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,85257-3102,SUV,Scottsdale
C_CND_007076,10/22/2022,Male,117107,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Hatchback,Austin
C_CND_007077,10/22/2022,Male,134538,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,99301-3882,Hardtop,Pasco
C_CND_007078,10/22/2022,Female,112932,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Black,36000,06457-3834,Sedan,Middletown
C_CND_007079,10/22/2022,Male,122704,Tri-State Mack Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16500,85257-3102,Passenger,Pasco
C_CND_007080,10/22/2022,Male,121069,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,Janesville
C_CND_007081,10/23/2022,Male,107945,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,53546-9427,Passenger,Janesville
C_CND_007082,10/23/2022,Male,62398,Rabun Used Car Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,85257-3102,Hatchback,Scottsdale
C_CND_007083,10/23/2022,Male,34786,Race Car Help,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33500,78758-7841,Hatchback,Austin
C_CND_007084,10/23/2022,Male,44325,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45600,06457-3834,Passenger,Middletown
C_CND_007085,10/23/2022,Male,118654,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31500,60504-7114,SUV,Aurora
C_CND_007086,10/23/2022,Male,140146,Scrivener Performance Engineering,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,38701-8047,Hatchback,Greenville
C_CND_007087,10/23/2022,Female,92016,Star Enterprises Inc,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17001,99301-3882,Sedan,Pasco
C_CND_007088,10/23/2022,Female,138991,Suburban Ford,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17501,53546-9427,Sedan,Janesville
C_CND_007089,10/23/2022,Male,144334,Tri-State Mack Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,85257-3102,SUV,Scottsdale
C_CND_007090,10/23/2022,Female,79803,U-Haul CO,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28501,78758-7841,Sedan,Austin
C_CND_007091,10/23/2022,Male,57254,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,53546-9427,SUV,Janesville
C_CND_007092,10/23/2022,Male,135664,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25501,85257-3102,Hatchback,Austin
C_CND_007093,10/23/2022,Male,104897,Race Car Help,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49501,78758-7841,Hatchback,Austin
C_CND_007094,10/23/2022,Male,146059,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,15001,06457-3834,SUV,Middletown
C_CND_007095,10/23/2022,Male,100677,Saab-Belle Dodge,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16001,60504-7114,Passenger,Aurora
C_CND_007096,10/23/2022,Male,116527,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21200,53546-9427,Hatchback,Janesville
C_CND_007097,10/23/2022,Male,38925,Diehl Motor CO Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26500,06457-3834,Hardtop,Middletown
C_CND_007098,10/23/2022,Male,100149,U-Haul CO,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,78758-7841,Hatchback,Austin
C_CND_007099,10/23/2022,Male,81748,Scrivener Performance Engineering,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,38701-8047,Hardtop,Greenville
C_CND_007100,10/23/2022,Male,143508,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,Hardtop,Pasco
C_CND_007101,10/23/2022,Male,85965,Capitol KIA,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,38701-8047,Hatchback,Greenville
C_CND_007102,10/23/2022,Male,113221,Chrysler of Tri-Cities,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Sedan,Pasco
C_CND_007103,10/23/2022,Male,41782,Chrysler Plymouth,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,53546-9427,Passenger,Janesville
C_CND_007104,10/23/2022,Male,142470,Classic Chevy,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,85257-3102,SUV,Scottsdale
C_CND_007105,10/23/2022,Male,77796,Clay Johnson Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26500,78758-7841,SUV,Austin
C_CND_007106,10/23/2022,Male,116854,Tri-State Mack Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,Austin
C_CND_007107,10/23/2022,Male,67785,Enterprise Rent A Car,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,Aurora
C_CND_007108,10/23/2022,Male,79015,Gartner Buick Hyundai Saab,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,38701-8047,SUV,Greenville
C_CND_007109,10/23/2022,Male,146458,Hatfield Volkswagen,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,99301-3882,Hatchback,Pasco
C_CND_007110,10/23/2022,Male,118095,McKinney Dodge Chrysler Jeep,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hardtop,Austin
C_CND_007111,10/23/2022,Male,128432,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,Middletown
C_CND_007112,10/23/2022,Male,64307,C & M Motors Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,60504-7114,Sedan,Aurora
C_CND_007113,10/23/2022,Male,58345,Capitol KIA,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,38701-8047,SUV,Greenville
C_CND_007114,10/23/2022,Male,141714,Classic Chevy,Volvo,S70,Overhead Camshaft,Manual,Pale White,24001,85257-3102,Hardtop,Austin
C_CND_007115,10/23/2022,Male,57827,Chrysler Plymouth,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,Janesville
C_CND_007116,10/23/2022,Male,70612,Classic Chevy,Ford,Mustang,Overhead Camshaft,Manual,Red,43501,85257-3102,Hatchback,Scottsdale
C_CND_007117,10/23/2022,Male,149589,Clay Johnson Auto Sales,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19801,78758-7841,Sedan,Austin
C_CND_007118,10/23/2022,Female,104503,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42501,78758-7841,Hardtop,Austin
C_CND_007119,10/23/2022,Male,82350,Enterprise Rent A Car,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18201,60504-7114,Sedan,Aurora
