Gender,Annual Income,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No,Body Style,Dealer_Region,Year,Month
Female,141353,Buick,Park Avenue,DoubleOverhead Camshaft,Auto,Red,12000,787587841,Hatchback,Austin,2022,3
Male,31213,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24500,787587841,Sedan,Austin,2022,3
Male,52420,Chevrolet,Monte Carlo,DoubleOverhead Camshaft,Auto,Red,21000,535469427,Hatchback,Janesville,2022,3
Male,84312,Dodge,Durango,Overhead Camshaft,Manual,Black,22000,852573102,SUV,Scottsdale,2022,3
Male,137417,Lexus,GS400,DoubleOverhead Camshaft,Auto,Pale White,31000,787587841,Hatchback,Austin,2022,3
Male,90221,BMW,528i,Overhead Camshaft,Manual,Red,29000,64573834,SUV,Middletown,2022,3
Male,63613,Chevrolet,Camaro,DoubleOverhead Camshaft,Auto,Black,41000,605047114,Sedan,Aurora,2022,3
Male,138328,Cadillac,Escalade,DoubleOverhead Camshaft,Auto,Black,26000,387018047,Sedan,Greenville,2022,3
Male,72641,Volkswagen,Passat,DoubleOverhead Camshaft,Auto,Black,9000,993013882,Hatchback,Pasco,2022,3
Male,48982,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,535469427,SUV,Janesville,2022,3
Female,68585,Dodge,Caravan,DoubleOverhead Camshaft,Auto,Black,23000,605047114,Hardtop,Aurora,2022,3
Male,70450,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,787587841,Passenger,Austin,2022,3
Male,112261,Subaru,Forester,Overhead Camshaft,Manual,Red,17500,605047114,Hardtop,Aurora,2022,3
Male,145976,Pontiac,Bonneville,DoubleOverhead Camshaft,Auto,Pale White,20000,605047114,Hatchback,Aurora,2022,3
Male,105197,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19200,64573834,Hatchback,Greenville,2022,3
Male,97288,Lexus,LS400,DoubleOverhead Camshaft,Auto,Pale White,46000,605047114,Sedan,Pasco,2022,3
Male,48624,Infiniti,I30,DoubleOverhead Camshaft,Auto,Red,31000,387018047,Hatchback,Janesville,2022,3
Male,54452,Mercury,Mountaineer,DoubleOverhead Camshaft,Auto,Pale White,21000,993013882,Hatchback,Austin,2022,3
Male,120040,Plymouth,Breeze,DoubleOverhead Camshaft,Auto,Red,39000,535469427,Hatchback,Austin,2022,3
Female,116982,Plymouth,Breeze,DoubleOverhead Camshaft,Auto,Pale White,22000,852573102,Hatchback,Middletown,2022,3
Male,37244,Dodge,Ram Pickup,DoubleOverhead Camshaft,Auto,Pale White,45000,787587841,Hatchback,Aurora,2022,3
Male,78852,Mercury,Sable,DoubleOverhead Camshaft,Auto,Pale White,26000,64573834,Sedan,Greenville,2022,3
Male,114206,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,605047114,Sedan,Pasco,2022,3
Male,42924,Pontiac,Bonneville,DoubleOverhead Camshaft,Auto,Red,19000,387018047,Hatchback,Janesville,2022,3
Male,97815,Subaru,Outback,DoubleOverhead Camshaft,Auto,Pale White,19000,993013882,SUV,Scottsdale,2022,3
Male,107621,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,852573102,Hatchback,Austin,2022,3
Female,45531,BMW,323i,DoubleOverhead Camshaft,Auto,Red,19000,787587841,Hatchback,Janesville,2022,3
Female,73102,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,64573834,Hatchback,Middletown,2022,3
Female,31475,Audi,A6,DoubleOverhead Camshaft,Auto,Pale White,42000,605047114,SUV,Aurora,2022,3
Male,141611,Volvo,C70,DoubleOverhead Camshaft,Auto,Black,12000,387018047,Hatchback,Greenville,2022,3
Male,59183,Dodge,Ram Wagon,DoubleOverhead Camshaft,Auto,Black,22001,993013882,Passenger,Pasco,2022,3
Male,135481,Volvo,C70,Overhead Camshaft,Manual,Black,36001,535469427,Hatchback,Janesville,2022,3
Male,122833,Ford,Explorer,DoubleOverhead Camshaft,Auto,Pale White,42000,852573102,Hatchback,Scottsdale,2022,3
Male,78059,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,787587841,Hatchback,Austin,2022,3
Male,56651,Subaru,Outback,Overhead Camshaft,Manual,Red,49000,64573834,SUV,Middletown,2022,3
Male,132709,Honda,Accord,DoubleOverhead Camshaft,Auto,Pale White,19000,605047114,Sedan,Aurora,2022,3
Male,51211,Toyota,Land Cruiser,DoubleOverhead Camshaft,Auto,Black,21000,387018047,SUV,Greenville,2022,3
Female,40383,Saturn,SC,Overhead Camshaft,Manual,Red,61000,64573834,Hardtop,Middletown,2022,3
Male,43450,Ford,F-Series,Overhead Camshaft,Manual,Red,13050,535469427,Passenger,Janesville,2022,3
Male,56630,Acura,RL,Overhead Camshaft,Manual,Black,18000,852573102,SUV,Scottsdale,2022,3
Male,77906,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,787587841,Passenger,Austin,2022,3
Female,32065,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,64573834,SUV,Middletown,2022,3
Male,76095,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13500,605047114,Passenger,Aurora,2022,3
Male,82152,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,387018047,Passenger,Greenville,2022,3
Male,65669,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,993013882,Sedan,Pasco,2022,3
Male,60954,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,64573834,SUV,Middletown,2022,3
Male,87463,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,605047114,Passenger,Aurora,2022,3
Female,120612,Acura,TL,DoubleOverhead Camshaft,Auto,Black,23000,387018047,Hatchback,Greenville,2022,3
Female,78744,Subaru,Forester,Overhead Camshaft,Manual,Red,26500,993013882,Hatchback,Pasco,2022,3
Male,89634,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36200,535469427,Hatchback,Janesville,2022,3
Male,133234,Saturn,SW,DoubleOverhead Camshaft,Auto,Red,25500,852573102,Passenger,Scottsdale,2022,3
Male,109830,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,787587841,Hatchback,Austin,2022,3
Female,125966,Dodge,Caravan,DoubleOverhead Camshaft,Auto,Pale White,38000,535469427,Hatchback,Janesville,2022,3
Male,39389,BMW,328i,Overhead Camshaft,Manual,Black,69100,852573102,Sedan,Scottsdale,2022,3
Male,71606,Toyota,Camry,DoubleOverhead Camshaft,Auto,Red,31000,387018047,Hatchback,Greenville,2022,3
Male,48491,Lexus,LS400,DoubleOverhead Camshaft,Auto,Pale White,27000,993013882,Sedan,Pasco,2022,3
Female,103880,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26000,535469427,Passenger,Janesville,2022,3
Male,70820,Mercedes-B,CLK Coupe,DoubleOverhead Camshaft,Auto,Pale White,22500,852573102,Sedan,Scottsdale,2022,3
Male,52254,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,787587841,Sedan,Austin,2022,3
Male,110980,Ford,Explorer,DoubleOverhead Camshaft,Auto,Red,41000,64573834,Hatchback,Middletown,2022,3
Male,117500,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,605047114,Sedan,Aurora,2022,3
Male,147360,Pontiac,Grand Am,DoubleOverhead Camshaft,Auto,Red,19000,387018047,SUV,Greenville,2022,3
Male,67983,Chrysler,Sebring Coupe,DoubleOverhead Camshaft,Auto,Pale White,46000,993013882,Sedan,Pasco,2022,3
Male,100053,Dodge,Caravan,DoubleOverhead Camshaft,Auto,Pale White,38500,64573834,Hatchback,Austin,2022,3
Male,121769,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,605047114,Sedan,Austin,2022,3
Female,139770,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17000,387018047,Hatchback,Middletown,2022,3
Male,114602,Lexus,LS400,DoubleOverhead Camshaft,Auto,Black,39000,993013882,Sedan,Aurora,2022,3
Male,34549,Plymouth,Neon,DoubleOverhead Camshaft,Auto,Black,9500,535469427,SUV,Greenville,2022,3
Male,58569,Lexus,LS400,DoubleOverhead Camshaft,Auto,Pale White,27000,852573102,Sedan,Pasco,2022,3
Male,47080,Lexus,ES300,DoubleOverhead Camshaft,Auto,Pale White,27000,787587841,Hatchback,Janesville,2022,3
Male,75276,Ford,Focus,Overhead Camshaft,Manual,Black,49000,64573834,Hatchback,Austin,2022,3
Male,50095,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,605047114,SUV,Austin,2022,3
Female,55117,BMW,328i,DoubleOverhead Camshaft,Auto,Black,16100,387018047,Sedan,Greenville,2022,3
Male,125055,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,993013882,Sedan,Pasco,2022,3
Female,145234,Acura,TL,Overhead Camshaft,Manual,Black,21000,535469427,Hatchback,Janesville,2022,3
Female,42516,Mitsubishi,Galant,DoubleOverhead Camshaft,Auto,Pale White,42000,852573102,Passenger,Scottsdale,2022,3
Male,112556,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,535469427,Sedan,Janesville,2022,3
Male,40291,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,57500,852573102,Passenger,Scottsdale,2022,3
Male,59163,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,787587841,SUV,Austin,2022,3
Male,104315,Chrysler,LHS,DoubleOverhead Camshaft,Auto,Red,16000,64573834,Hatchback,Middletown,2022,3
Male,142155,Plymouth,Neon,DoubleOverhead Camshaft,Auto,Pale White,27500,787587841,SUV,Austin,2022,3
Male,145384,Jeep,Cherokee,DoubleOverhead Camshaft,Auto,Pale White,36000,64573834,Sedan,Middletown,2022,3
Male,41428,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,605047114,Sedan,Aurora,2022,3
Male,134779,Volkswagen,Passat,DoubleOverhead Camshaft,Auto,Black,9000,387018047,Hatchback,Greenville,2022,3
Male,70830,Saturn,LS,DoubleOverhead Camshaft,Auto,Pale White,45000,535469427,Sedan,Janesville,2022,3
Male,51714,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,852573102,Sedan,Scottsdale,2022,3
Male,126093,Toyota,Sienna,Overhead Camshaft,Manual,Red,19100,787587841,Passenger,Austin,2022,3
Male,69043,Lincoln,Navigator,DoubleOverhead Camshaft,Auto,Black,19000,64573834,Sedan,Middletown,2022,3
Male,138692,Toyota,Tacoma,DoubleOverhead Camshaft,Auto,Pale White,53000,387018047,Hatchback,Middletown,2022,3
Female,41395,Lexus,LS400,DoubleOverhead Camshaft,Auto,Pale White,18000,993013882,Sedan,Aurora,2022,3
Female,107353,BMW,528i,DoubleOverhead Camshaft,Auto,Pale White,62000,535469427,SUV,Greenville,2022,3
Male,41935,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Black,22000,852573102,Passenger,Pasco,2022,3
Male,78621,Subaru,Forester,DoubleOverhead Camshaft,Auto,Black,22500,787587841,SUV,Austin,2022,3
Female,123128,Ford,Escort,DoubleOverhead Camshaft,Auto,Red,15001,64573834,Passenger,Middletown,2022,3
Male,41146,Acura,RL,Overhead Camshaft,Manual,Red,31001,605047114,SUV,Aurora,2022,3
Male,63380,Chrysler,Concorde,DoubleOverhead Camshaft,Auto,Pale White,46000,387018047,SUV,Greenville,2022,3
Female,64362,Mercury,Grand Marquis,DoubleOverhead Camshaft,Auto,Black,9500,993013882,SUV,Pasco,2022,3
Male,36845,BMW,323i,DoubleOverhead Camshaft,Auto,Red,15000,535469427,Hatchback,Janesville,2022,3
Male,112877,Nissan,Sentra,DoubleOverhead Camshaft,Auto,Black,16000,852573102,Passenger,Scottsdale,2022,3
Male,148453,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26500,787587841,Sedan,Austin,2022,3
Male,74058,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,64573834,Sedan,Middletown,2022,3
Male,101005,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,605047114,Passenger,Aurora,2022,3
Male,123831,BMW,528i,Overhead Camshaft,Manual,Red,25000,605047114,SUV,Aurora,2022,3
Male,129895,Volkswagen,Passat,DoubleOverhead Camshaft,Auto,Black,21000,387018047,Hatchback,Greenville,2022,3
Male,107055,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28000,993013882,SUV,Pasco,2022,3
Male,138685,Plymouth,Neon,DoubleOverhead Camshaft,Auto,Black,9000,535469427,SUV,Janesville,2022,3
Male,81257,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14000,852573102,Hatchback,Scottsdale,2022,3
Male,88393,Dodge,Durango,DoubleOverhead Camshaft,Auto,Black,19000,787587841,SUV,Austin,2022,3
Male,33552,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17500,535469427,Hatchback,Janesville,2022,3
Male,88088,Mercury,Cougar,DoubleOverhead Camshaft,Auto,Black,26000,852573102,Hatchback,Scottsdale,2022,3
Female,40463,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15500,787587841,SUV,Austin,2022,3
Male,46288,Nissan,Pathfinder,DoubleOverhead Camshaft,Auto,Pale White,75000,787587841,Hardtop,Austin,2022,3
Male,127956,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,993013882,Hatchback,Pasco,2022,3
Male,91552,Ford,Windstar,DoubleOverhead Camshaft,Auto,Red,31000,535469427,Sedan,Janesville,2022,3
Male,118856,Nissan,Pathfinder,DoubleOverhead Camshaft,Auto,Red,31000,852573102,Hatchback,Austin,2022,3
Male,115336,Plymouth,Neon,Overhead Camshaft,Manual,Black,29600,787587841,SUV,Austin,2022,3
Male,137208,Dodge,Viper,DoubleOverhead Camshaft,Auto,Red,31000,64573834,SUV,Middletown,2022,3
Male,65283,BMW,528i,DoubleOverhead Camshaft,Auto,Pale White,62500,605047114,SUV,Aurora,2022,3
Male,78134,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,387018047,Passenger,Greenville,2022,3
Male,138034,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18000,993013882,Sedan,Pasco,2022,3
Female,63498,Mercedes-B,E-Class,DoubleOverhead Camshaft,Auto,Pale White,31000,535469427,Sedan,Janesville,2022,3
Female,137967,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,852573102,SUV,Scottsdale,2022,3
Male,122120,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,27000,387018047,Hardtop,Greenville,2022,3
Male,111629,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16000,387018047,Passenger,Greenville,2022,3
Female,89759,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,852573102,Hardtop,Scottsdale,2022,3
Male,88534,Chrysler,Sebring Conv.,DoubleOverhead Camshaft,Auto,Black,16000,535469427,SUV,Janesville,2022,3
Male,71355,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,852573102,SUV,Scottsdale,2022,3
Male,58642,Oldsmobile,Aurora,DoubleOverhead Camshaft,Auto,Red,24000,64573834,Passenger,Middletown,2022,3
Male,110298,Chrysler,LHS,DoubleOverhead Camshaft,Auto,Red,16000,605047114,Hatchback,Aurora,2022,3
Male,70786,Lexus,ES300,DoubleOverhead Camshaft,Auto,Pale White,27000,64573834,Hardtop,Middletown,2022,3
Male,111225,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,993013882,Sedan,Pasco,2022,3
Male,52297,Lexus,LX470,DoubleOverhead Camshaft,Auto,Black,22000,535469427,SUV,Janesville,2022,3
Male,103912,Mercedes-B,E-Class,DoubleOverhead Camshaft,Auto,Pale White,31000,787587841,Sedan,Janesville,2022,3
Male,54386,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,535469427,SUV,Scottsdale,2022,3
Male,72817,Mercedes-B,S-Class,DoubleOverhead Camshaft,Auto,Pale White,10000,852573102,SUV,Austin,2022,3
Male,127446,Saturn,SW,DoubleOverhead Camshaft,Auto,Red,25000,787587841,Passenger,Middletown,2022,3
Male,113391,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,64573834,SUV,Aurora,2022,3
Male,32429,Cadillac,Escalade,DoubleOverhead Camshaft,Auto,Pale White,38000,605047114,Sedan,Greenville,2022,3
Male,84583,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,387018047,Hatchback,Pasco,2022,3
Female,148493,Acura,RL,DoubleOverhead Camshaft,Auto,Black,24100,993013882,SUV,Janesville,2022,3
Male,133659,Pontiac,Bonneville,DoubleOverhead Camshaft,Auto,Pale White,20000,535469427,Hatchback,Scottsdale,2022,3
Male,36862,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,852573102,SUV,Austin,2022,3
Male,46214,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,387018047,Hatchback,Greenville,2022,3
Male,54527,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,993013882,Passenger,Pasco,2022,3
Male,104296,Nissan,Pathfinder,DoubleOverhead Camshaft,Auto,Pale White,46000,535469427,SUV,Janesville,2022,3
Male,66639,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,852573102,Hatchback,Scottsdale,2022,3
Male,90635,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,787587841,SUV,Austin,2022,3
Male,136998,Audi,A6,Overhead Camshaft,Manual,Black,15500,64573834,SUV,Middletown,2022,3
Male,139059,Buick,Century,DoubleOverhead Camshaft,Auto,Pale White,17000,535469427,Hardtop,Janesville,2022,3
Male,46378,Chrysler,300M,DoubleOverhead Camshaft,Auto,Pale White,22000,387018047,SUV,Greenville,2022,3
Male,134727,Volvo,S40,Overhead Camshaft,Manual,Red,17000,993013882,Sedan,Pasco,2022,3
Male,69624,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,535469427,Hatchback,Janesville,2022,3
Male,62525,Pontiac,Sunfire,DoubleOverhead Camshaft,Auto,Black,18180,852573102,Sedan,Scottsdale,2022,3
Male,61635,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,787587841,Passenger,Austin,2022,3
Male,73134,Volkswagen,Jetta,DoubleOverhead Camshaft,Auto,Red,16000,787587841,Passenger,Austin,2022,3
Female,80673,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22000,64573834,Hatchback,Middletown,2022,3
Male,102980,Dodge,Ram Wagon,DoubleOverhead Camshaft,Auto,Black,22000,605047114,Passenger,Aurora,2022,3
Female,82580,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,387018047,Hatchback,Greenville,2022,3
Male,36706,Volvo,S40,Overhead Camshaft,Manual,Red,22000,993013882,Sedan,Pasco,2022,3
Male,130547,Honda,Civic,DoubleOverhead Camshaft,Auto,Pale White,25000,535469427,Hatchback,Janesville,2022,3
Male,109879,BMW,528i,DoubleOverhead Camshaft,Auto,Black,31800,852573102,SUV,Scottsdale,2022,3
Male,47288,Ford,Explorer,DoubleOverhead Camshaft,Auto,Pale White,42700,787587841,Hatchback,Austin,2022,3
Male,100847,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,535469427,SUV,Janesville,2022,3
Male,126228,Chrysler,Sebring Coupe,DoubleOverhead Camshaft,Auto,Red,22500,852573102,Sedan,Scottsdale,2022,3
Male,83421,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,787587841,Passenger,Austin,2022,3
Male,90774,Dodge,Ram Wagon,DoubleOverhead Camshaft,Auto,Black,22000,64573834,Passenger,Middletown,2022,3
Male,70811,Saturn,LW,Overhead Camshaft,Manual,Red,49500,787587841,Hatchback,Middletown,2022,3
Male,102028,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,64573834,Hatchback,Aurora,2022,3
Male,43676,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,605047114,Sedan,Greenville,2022,3
Male,44523,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,387018047,Hatchback,Pasco,2022,3
Female,80868,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,993013882,Hatchback,Janesville,2022,3
Male,108974,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14600,535469427,Sedan,Scottsdale,2022,3
Female,105161,Acura,TL,DoubleOverhead Camshaft,Auto,Black,28000,605047114,Hatchback,Aurora,2022,3
Male,125488,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,387018047,SUV,Greenville,2022,3
Male,106269,Ford,Mustang,Overhead Camshaft,Manual,Red,43500,993013882,Hatchback,Pasco,2022,3
Male,62481,BMW,528i,Overhead Camshaft,Manual,Black,21000,64573834,SUV,Middletown,2022,3
Male,50053,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,787587841,Hardtop,Austin,2022,3
Male,67305,Mercury,Sable,Overhead Camshaft,Manual,Red,61000,387018047,Sedan,Greenville,2022,3
Male,38131,Oldsmobile,Bravada,DoubleOverhead Camshaft,Auto,Black,26700,852573102,Hatchback,Scottsdale,2022,3
Male,126670,Ford,F-Series,Overhead Camshaft,Manual,Black,38000,787587841,Passenger,Austin,2022,3
Male,76888,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,64573834,Sedan,Middletown,2022,3
Male,34685,Volkswagen,Beetle,DoubleOverhead Camshaft,Auto,Red,45000,605047114,Hardtop,Aurora,2022,3
Male,99993,Volvo,C70,DoubleOverhead Camshaft,Auto,Black,49000,387018047,Hatchback,Greenville,2022,3
Male,62569,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,993013882,Sedan,Pasco,2022,3
Male,132202,Acura,TL,DoubleOverhead Camshaft,Auto,Red,29000,852573102,Hatchback,Austin,2022,3
Male,67484,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71500,787587841,SUV,Middletown,2022,3
Male,32047,Lexus,GS300,Overhead Camshaft,Manual,Red,17000,64573834,Passenger,Aurora,2022,3
Male,147120,Toyota,Land Cruiser,DoubleOverhead Camshaft,Auto,Red,12000,535469427,SUV,Janesville,2022,3
Male,135513,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41001,852573102,SUV,Scottsdale,2022,3
Male,108762,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,787587841,SUV,Austin,2022,3
Male,132674,Ford,Focus,Overhead Camshaft,Manual,Black,49001,535469427,SUV,Janesville,2022,3
Male,134431,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49001,852573102,Hatchback,Scottsdale,2022,3
Male,130502,Lexus,GS400,DoubleOverhead Camshaft,Auto,Black,12001,787587841,Hatchback,Austin,2022,3
Male,132847,Dodge,Viper,DoubleOverhead Camshaft,Auto,Red,41000,993013882,SUV,Pasco,2022,3
Female,60587,Mercedes-B,E-Class,DoubleOverhead Camshaft,Auto,Red,15000,535469427,Sedan,Janesville,2022,3
Male,74103,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,852573102,Hatchback,Scottsdale,2022,3
Male,111250,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,787587841,Hatchback,Austin,2022,3
Male,122592,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,64573834,Hatchback,Middletown,2022,3
Male,61783,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20500,605047114,Sedan,Aurora,2022,3
Female,77763,Volkswagen,Passat,DoubleOverhead Camshaft,Auto,Red,13000,605047114,Hatchback,Aurora,2022,3
Male,116209,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,387018047,Passenger,Greenville,2022,3
Male,77208,BMW,328i,DoubleOverhead Camshaft,Auto,Black,16000,993013882,Sedan,Pasco,2022,3
Male,134043,Chevrolet,Monte Carlo,DoubleOverhead Camshaft,Auto,Red,20500,535469427,Hatchback,Janesville,2022,3
Male,48295,Chrysler,300M,DoubleOverhead Camshaft,Auto,Black,26000,852573102,SUV,Scottsdale,2022,3
Male,77563,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,13000,787587841,Passenger,Austin,2022,3
Male,38341,Mitsubishi,3000GT,DoubleOverhead Camshaft,Auto,Black,39000,535469427,Sedan,Janesville,2022,3
Male,73927,Chrysler,300M,DoubleOverhead Camshaft,Auto,Black,26500,852573102,SUV,Scottsdale,2022,3
Male,64911,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,787587841,Hatchback,Austin,2022,3
Male,110488,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,64573834,Passenger,Middletown,2022,3
Male,101583,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26000,993013882,Hardtop,Pasco,2022,3
Male,51906,Volvo,C70,Overhead Camshaft,Manual,Black,17000,387018047,Hatchback,Greenville,2022,3
Male,71173,Chrysler,300M,DoubleOverhead Camshaft,Auto,Pale White,22000,605047114,SUV,Greenville,2022,3
Male,96105,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,387018047,Hatchback,Pasco,2022,3
Male,89176,Oldsmobile,Bravada,DoubleOverhead Camshaft,Auto,Red,19500,993013882,Hatchback,Janesville,2022,3
Male,109362,Toyota,RAV4,DoubleOverhead Camshaft,Auto,Pale White,27000,535469427,Hatchback,Scottsdale,2022,3
Male,45530,Chevrolet,Camaro,DoubleOverhead Camshaft,Auto,Red,24000,852573102,Sedan,Austin,2022,3
Male,59324,Porsche,Carrera Cabrio,DoubleOverhead Camshaft,Auto,Pale White,32000,787587841,Passenger,Janesville,2022,3
Male,100829,BMW,323i,DoubleOverhead Camshaft,Auto,Red,15001,64573834,Hatchback,Middletown,2022,3
Male,50901,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,387018047,Hatchback,Greenville,2022,3
Male,60778,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,64573834,Passenger,Middletown,2022,3
Male,68727,Dodge,Ram Pickup,DoubleOverhead Camshaft,Auto,Red,57000,852573102,Hardtop,Scottsdale,2022,3
Male,72659,Jeep,Cherokee,DoubleOverhead Camshaft,Auto,Pale White,36000,64573834,Sedan,Scottsdale,2022,3
Male,74561,Acura,RL,Overhead Camshaft,Manual,Black,18001,605047114,SUV,Aurora,2022,3
Male,118742,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,387018047,Passenger,Greenville,2022,3
Female,70375,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,25001,993013882,SUV,Pasco,2022,3
Male,86218,Acura,RL,Overhead Camshaft,Manual,Red,26001,535469427,SUV,Janesville,2022,3
Female,118511,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,852573102,SUV,Scottsdale,2022,3
Male,117941,Honda,Accord,DoubleOverhead Camshaft,Auto,Pale White,19000,993013882,Sedan,Pasco,2022,3
Female,138810,Honda,Civic,Overhead Camshaft,Manual,Black,43000,852573102,Hatchback,Scottsdale,2022,3
Female,82208,Jaguar,S-Type,DoubleOverhead Camshaft,Auto,Black,16000,787587841,Passenger,Austin,2022,3
Female,55909,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,64573834,Hardtop,Middletown,2022,3
Male,53716,Mercury,Cougar,DoubleOverhead Camshaft,Auto,Black,33000,605047114,Hatchback,Aurora,2022,3
Male,84966,Saab,3-Sep,DoubleOverhead Camshaft,Auto,Black,26500,605047114,Sedan,Aurora,2022,3
Male,136972,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,387018047,Hatchback,Greenville,2022,3
Male,63629,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41500,993013882,Hatchback,Pasco,2022,3
Male,120747,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,535469427,Sedan,Janesville,2022,3
Male,115569,Audi,A6,Overhead Camshaft,Manual,Pale White,24200,852573102,SUV,Scottsdale,2022,3
Male,145006,Audi,A6,DoubleOverhead Camshaft,Auto,Black,14000,535469427,SUV,Janesville,2022,3
